,Territorio,Indicatori,Tipologia di esercizio,Paese di residenza dei clienti,TIME,Value
2050,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2016-11,93.0
2051,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2016-12,369.0
2052,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2017-01,897.0
2053,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2017-02,1316.0
2054,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2017-03,1054.0
2055,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2017-04,554.0
2056,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2017-05,511.0
2057,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2017-06,841.0
2058,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2017-07,2783.0
2059,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2017-08,2842.0
2060,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2017-09,849.0
2061,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2017-10,229.0
2062,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2017-11,119.0
2063,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2017-12,283.0
2064,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2018-01,1324.0
2065,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2018-02,1541.0
2066,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2018-03,1734.0
2067,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2018-04,452.0
2068,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2018-05,588.0
2069,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2018-06,1035.0
2070,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2018-07,2890.0
2071,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2018-08,2964.0
2072,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2018-09,890.0
2073,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2018-10,202.0
2074,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2018-11,115.0
2075,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2018-12,374.0
2076,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2019-01,948.0
2077,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2019-02,1629.0
2078,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2019-03,1424.0
2079,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2019-04,597.0
2080,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2019-05,410.0
2081,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2019-06,1240.0
2082,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2019-07,2712.0
2083,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2019-08,2601.0
2084,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2019-09,759.0
2085,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2019-10,224.0
2086,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2019-11,156.0
2087,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2019-12,554.0
2088,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2020-01,725.0
2089,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2020-02,1192.0
2090,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2020-03,58.0
2091,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2020-04,1.0
2092,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2020-05,8.0
2093,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2020-06,137.0
2094,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2020-07,1457.0
2095,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2020-08,1597.0
2096,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2020-09,535.0
2097,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2020-10,185.0
2098,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2020-11,16.0
2099,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2020-12,41.0
2100,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2021-01,29.0
2101,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2021-02,69.0
2102,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2021-03,47.0
2103,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2021-04,39.0
2104,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2021-05,155.0
2105,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2021-06,607.0
2106,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2021-07,2012.0
2107,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2021-08,2082.0
2108,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2021-09,692.0
2109,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2021-10,193.0
2110,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2021-11,117.0
2111,Vercelli,arrivi ,esercizi extra-alberghieri,Paesi esteri,2021-12,376.0
2112,Piemonte,arrivi ,esercizi extra-alberghieri,Mondo,2016-01,32735.0
2113,Piemonte,arrivi ,esercizi extra-alberghieri,Mondo,2016-02,51947.0
2114,Piemonte,arrivi ,esercizi extra-alberghieri,Mondo,2016-03,91471.0
2115,Piemonte,arrivi ,esercizi extra-alberghieri,Mondo,2016-04,94543.0
2116,Piemonte,arrivi ,esercizi extra-alberghieri,Mondo,2016-05,129443.0
2117,Piemonte,arrivi ,esercizi extra-alberghieri,Mondo,2016-06,112842.0
2118,Piemonte,arrivi ,esercizi extra-alberghieri,Mondo,2016-07,200475.0
